01_prenom,02_genre,03_langage,04_fréquence
camille,both,french,4.87
camillo,male,italian,0.03
camillus,male,ancient roman,0
camilo,male,"spanish, portuguese",0
cammie,female,english,0
campbell,male,scottish,0.67
camron,male,english,0
camryn,female,english,0
can,male,turkish,0.61
canan,female,turkish,0
candace,female,"english, biblical",0.03
cande,female,,0
candela,female,spanish,0.06
candelaria,female,spanish,0
candelario,male,spanish,0.22
candelas,female,spanish,0.19
candi,female,english (modern),0.16
candice,female,english,0
candida,female,english,0.10
candis,female,english,0.03
candy,female,english,0.03
canute,male,english,0
caoilainn,female,irish,0
caoilfhionn,female,irish,0
caoimhe,female,"irish, scottish",0
caoimhín,male,irish,0
caolan,male,irish,0
caprice,female,italian,6.94
capricia,female,,0
caprina,female,,0
cara,female,english,0.22
caradoc,male,welsh,0
caradog,male,welsh,0
caramia,female,,0
caratacus,male,ancient celtic (latinized),0
carbrey,male,"irish, scottish",0
carbry,male,"irish, scottish",0
cardea,female,roman mythology,0
careen,female,english,0
caren,female,english,0
carey,both,"irish, english",0
cari,female,,0.03
caridad,female,spanish,0.03
carin,female,english,0.03
carina,female,"scandinavian, german, english",0.06
carine,female,"french, english",0.16
caris,female,english,0.41
carissa,female,english,0
carita,female,english,0
carl,male,"german, english",3.38
carla,female,"italian, portuguese, english, german",1.08
carlene,female,english,0
carles,male,catalan,0.06
carley,female,english,0
carlie,female,english,0
carlisa,female,english (modern),0
carlisle,male,english,0.03
carlito,male,"spanish, portuguese",0
carlitos,male,"spanish, portuguese",0
carlo,male,italian,5.19
carlos,male,"spanish, portuguese",15.26
carlotta,female,italian,0.35
carlton,male,english,0.86
carly,female,english,0
carlyle,male,english,0.03
carlyn,female,english,0
carmel,female,"english, biblical",0.29
carmela,female,"italian, spanish",0.03
carmelita,female,spanish,0
carmella,female,english,0
carmelo,male,spanish,0.13
carmen,female,"spanish, english",11.85
carmi,male,biblical,0
carmina,female,italian,0.03
carmine,male,italian,0.03
carmo,female,portuguese,0.03
carol,both,english,0.16
carola,female,english,0
carole,female,french,5.93
carolina,female,"italian, spanish, portuguese, english",0.16
caroline,female,"french, english",4.36
carolus,male,ancient germanic (latinized),0.13
carolyn,female,english,0
caron,female,welsh,0.76
carpus,male,"biblical, ancient greek (latinized)",0
carran,male,,0
carreen,female,english,0
carrie,female,english,0
carrol,male,irish,0
carroll,male,irish,0.25
carry,female,english,0.25
carson,both,"scottish, irish, english",0.25
carsten,male,german,0.03
carter,male,english,3.06
carwyn,male,welsh,0
cary,both,english,0.41
caryl,female,english,0
caryn,female,english,0
carys,female,welsh,0
casey,both,english,0.73
casimir,male,english,1.40
casimiro,male,"spanish, portuguese, italian",0
caspar,male,dutch,0.03
casper,male,dutch,0.06
cass,female,english,0.32
cassandra,female,"english, greek mythology (latinized)",0
cassarah,female,english,0
cassia,female,"english, ancient roman",0
cassian,male,english,0
cassidy,both,english,0.89
cassie,female,english,0
cassiopea,female,greek mythology (latinized),0
cassiopeia,female,greek mythology (latinized),0.03
cassius,male,ancient roman,0.41
castor,male,greek mythology (latinized),1.18
catahecassa,male,native american,0
cätälin,male,romanian,0
catalina,female,spanish,0.16
catarina,female,"italian, portuguese",0.13
cate,female,english,0
caterina,female,"italian, catalan",0.86
cathair,male,irish,0
cathal,male,irish,0
cathán,male,irish,0
cathaoir,male,irish,0
catharine,female,english,0
catherina,female,spanish,0
catherine,female,"english, french",24.66
cathleen,female,"irish, english",0
cathryn,female,english,0
cathy,female,english,0.25
catina,female,,0
catrin,female,welsh,0
catrina,female,"irish, scottish",0
catriona,female,"irish, scottish",0
cayetano,male,spanish,0
cayley,female,english (modern),1.47
ceallach,male,irish,0
ceallagh,male,irish,0
ceara,female,english,0
cearbhall,male,irish,0
cearra,female,english,0
cebrián,male,spanish,0
cecelia,female,english,0
cecil,male,english,0.61
cécile,female,french,5.51
cecilia,female,"english, italian, spanish, scandinavian",2.90
cecília,female,portuguese,0
cecilija,female,slovene,0
cecilio,male,"spanish, portuguese, italian",0
cecily,female,english,0
cedar,female,english,0
cedric,male,english,0
cees,male,dutch,0
ceinwen,female,welsh,0
celandine,female,english,0
celeste,female,english,0.03
céleste,female,french,12.49
célestin,male,french,0.99
celestina,female,"spanish, italian",0.03
celestine,male,english,0
célestine,female,french,0.38
celestino,male,"spanish, italian, portuguese",0.06
celia,female,"english, italian",0
célia,female,portuguese,3.85
celina,female,,0.03
céline,female,french,3.03
celino,male,"italian, spanish",0
celio,male,"italian, spanish, portuguese",0
celso,male,"italian, spanish, portuguese",0
celyn,male,welsh,0
cenek,male,czech,0
cephalus,male,greek mythology (latinized),0
cephas,male,biblical,0
cepheus,male,greek mythology (latinized),0
cerberus,male,greek mythology (latinized),0
ceren,female,turkish,0
ceres,female,roman mythology,0
ceri,both,welsh,0
ceridwen,female,"welsh, welsh mythology",0
cerise,female,french,2.45
cernunnos,male,celtic mythology (latinized),0
cerridwyn,female,welsh,0
cerys,female,welsh,0
cesaire,male,french,0
césar,male,"french, spanish, portuguese",23.54
cesare,male,italian,0.16
cezar,male,"portuguese, polish, romanian",0
chad,male,english,0
chadwick,male,english,0.48
chaim,male,jewish,0
chalchiuhticue,female,new world mythology,0
chalice,female,english,0
chanah,female,jewish,0
chance,both,english,76.36
chanda,both,indian,0
chandan,male,indian,0
chandana,both,indian,0
chander,male,indian,0
chandler,male,english,0.22
chandra,both,"indian, hindu mythology",0.03
chandrakant,male,indian,0
chandrakanta,female,indian,0
chanel,female,english,1.31
chang,male,chinese,0.29
chania,female,,0
channah,female,jewish,0
channing,male,english,0
chantal,female,"french, english",4.71
chanté,female,french,4.68
chantel,female,english,0
chantelle,female,english,0
chao,male,chinese,0.13
chara,female,greek,0.06
charalampos,male,greek,0
charis,female,english,0
charissa,female,english,0
charita,female,english,0
charity,female,english,0.06
charla,female,english,0
charlene,female,english,0
charles,male,"english, french",80.57
charley,both,english,0.10
charlie,both,english,14.97
charline,female,french,0
charlot,male,french,2.96
charlotta,female,scandinavian,0
charlotte,female,"french, english",16.22
charlton,male,english,0.06
charmaine,female,english,0
charmian,female,english,0
charna,female,jewish,0
charnette,female,english (modern),0.29
charo,female,spanish,0
chas,male,english,0.38
chase,male,english,0.25
chasity,female,english,0
chastity,female,english,0.03
chatzkel,male,jewish,0
chau,female,vietnamese,0.06
chauncey,male,english,0
chava,female,jewish,0
chaya,female,jewish,0
chayim,male,jewish,0
chaz,male,english,0
che,male,spanish,2.26
chelle,female,english,0
chelo,female,spanish,0
chelsea,female,english,0.41
chelsey,female,english,0
chelsie,female,english,0
chenaniah,male,biblical (variant),0
chenda,female,khmer,0
cheng,male,chinese,0.03
cher,female,english,73.59
cherette,female,english,0
cheri,female,english,0
cherice,female,english (modern),0
cherie,female,english,0
cherilyn,female,english,0
cherise,female,english,0
cherish,female,english,0
chernobog,male,slavic mythology,0
cherokee,both,english,0.03
cherry,female,english,0.25
cheryl,female,english,0
chesed,female,jewish,0
chesley,male,english,0
chester,male,english,0.22
chet,male,english,0.03
chetana,male,indian,0
chevonne,female,irish,0
cheyanne,female,english (modern),0
cheyenne,both,english,0.10
chi,female,vietnamese,0.99
chiara,female,italian,0.03
chiarina,female,italian,0
chibuzo,both,african,0
chiela,female,esperanto,0
chika,female,japanese,0
chikako,female,japanese,0
chile,male,english,0
chin,both,chinese,0.06
china,female,english,3.60
chip,male,english,0
chita,female,spanish,0
chiumbo,male,african,0
chizoba,both,african,0
chloe,female,"english, biblical, greek mythology",0
chloé,female,french,0.22
chloris,female,greek mythology,0
chonsie,female,english,0
chris,both,english,0.38
chrissie,female,english,0
chrissy,female,english,0
christ,male,theology,33.51
christa,female,"german, danish, english",0.03
christabel,female,english,0
christabella,female,english,0
christabelle,female,english,0
christal,female,english (modern),0
christelle,female,french,0
christen,female,,0
christer,male,"swedish, danish",0
christi,female,english,0.48
christiaan,male,dutch,0
christian,male,"english, french, german",4.81
christiana,female,english,0.06
christiane,female,"german, french",0.96
christianne,female,"english, french",0
christie,female,english,0.48
christin,female,"scandinavian, german",0
christina,female,english,0.16
christine,female,"french, english",6.75
christmas,male,english,0.32
christobel,female,english,0
christoffer,male,scandinavian,0
christoph,male,german,0
christophe,male,french,13.86
christopher,male,english,0.13
christos,male,theology,0.32
christy,female,english,0.06
chrysanta,female,english,0
chrysanthe,female,"greek, ancient greek",0
chrysanthos,male,"greek, ancient greek",0
chryseis,female,greek mythology,0
chryssa,female,english,0
chrystal,female,english (modern),0
chucho,male,spanish,0
chuck,male,english,0.35
chun,both,chinese,0.03
chus,male,spanish,0.06
chylan,male,?,0
chyna,female,english (modern),0
cian,male,"irish, irish mythology",0
cianán,male,irish,0
ciannait,female,irish,0
ciara,female,irish,0
ciaran,male,irish,0
cibor,male,polish,0
cicely,female,english,0
cicero,male,ancient roman,0.06
ciel,female,english,210.00
ciera,female,,0
cierra,female,,0
cili,female,hungarian,0
cilka,female,slovene,0
cilla,female,,0.29
cillian,male,irish,0
cillín,male,irish,0
cináed,male,scottish,0
cinderella,female,literature,0
cindra,female,english (modern),0
cindy,female,english,0
cinzia,female,italian,0
cionaodh,male,irish,0
ciprian,male,romanian,0
cipriano,male,italian,0.03
circe,female,greek mythology (latinized),0.03
ciriaco,male,"italian, spanish",0
ciril,male,slovene,0
cirillo,male,italian,0
cirino,male,"italian, spanish",0
ciro,male,"italian, spanish",0
cissy,female,,0
citlali,both,native american,0
claire,female,french,49.67
clancy,male,"irish, english",0
clara,female,"english, italian, german, spanish, portuguese, romanian",18.67
clare,female,english,0.03
clarence,male,english,1.31
clarette,female,,0
claribel,female,english,0
clarice,female,"english, french",0
clarinda,female,english,0
clarissa,female,"english, italian",0.06
clarisse,female,french,7.93
clarity,female,english,0
clark,male,english,1.85
claud,male,english,0.03
claude,both,"french, english",38.71
claudette,female,french,0.03
claudia,female,"english, german, italian, spanish, portuguese, romanian, ancient roman",0.51
claudine,female,french,4.17
claudio,male,"italian, spanish, portuguese",0.10
claudiu,male,romanian,0
claudius,male,"ancient roman, english",0.61
claus,male,german,0.10
clay,male,english,0.22
clayton,male,english,0.10
cledwyn,male,welsh,0
cleena,female,irish,0
cleisthenes,male,ancient greek (latinized),0
clelia,female,italian,0
clem,male,english,0.03
clematis,female,english,0
clémence,female,french,2.68
clemency,female,english,0
clemens,male,german,0.10
clement,male,english,0.10
clément,male,french,6.69
clemente,male,"italian, spanish",0.03
clementina,female,"italian, spanish, portuguese",0
clementine,female,french,0
cleo,female,english,0
cleon,male,ancient greek (latinized),0
cleopatra,female,"ancient greek (latinized), english",0
cletes,male,,0
cletis,male,,0
cleto,male,"italian, spanish, portuguese",0
cletus,male,ancient greek (latinized),0
cleve,male,english,0
cleveland,male,english,0.35
cliff,male,english,0.03
clifford,male,english,1.40
clifton,male,english,0
clint,male,english,0.03
clinton,male,english,0.06
clio,female,"greek mythology (latinized), italian",0.38
clíodhna,female,"irish, irish mythology",0
clíona,female,irish,0
clitus,male,"ancient greek (latinized), english",0
clive,male,english,0.06
clodagh,female,irish,0
clothilde,female,french,0
clotilda,female,english,0
clover,female,english,0
clovia,female,,0
clovis,male,ancient germanic (latinized),3.35
clyde,both,english,0.13
clytemnestra,female,greek mythology (latinized),0
clytia,female,greek mythology (latinized),0
cnaeus,male,ancient roman,0
cnut,male,,0
coby,male,,0
codie,both,english,0
cody,male,"english, irish",0.06
coilean,male,irish,0
coinneach,male,scottish,0
cokkie,female,dutch,0
colbert,male,english,3.47
colby,male,english,0
cole,male,english,0.22
coleen,female,english,0
coleman,male,"english, irish",0.19
colene,female,english,0
colette,female,french,3.79
colin,male,"scottish, english",2.68
coline,female,english,0
colleen,female,english,0
collin,male,english,0.19
collyn,female,english,0
colm,male,irish,0.03
colmán,male,irish,0
colombain,male,french,0
colombe,both,french,3.89
colombina,female,italian,0
colten,male,english,0
colton,male,english,0
colum,male,irish,0
columba,male,late roman,0
columban,male,english,0
columbano,male,italian,0
columbine,female,english,0
columbo,male,italian,0
comfort,female,english,0.13
comgal,male,irish,0
comgan,male,irish,0
comhghall,male,irish,0
comhghán,male,irish,0
conall,male,"irish, scottish, irish mythology",0
conan,male,irish,0.19
concepción,female,spanish,0
concepta,female,irish,0.03
concetta,female,italian,0
concetto,male,italian,0.03
concha,female,spanish,0.10
conchita,female,spanish,3.12
conchobhar,male,"irish, irish mythology",0
concordia,female,english,0.03
confucius,male,history,0.70
conleth,male,irish,0
conn,male,irish,0
connell,male,english,0.22
conner,male,,0
connie,female,english,0
connor,male,"irish, english",0.16
conor,male,"irish, english",0.03
conrad,male,"english, german",0.61
conrado,male,spanish,0.06
consolata,female,italian,0
constance,female,"english, french",6.85
constancia,female,portuguese,0.06
constant,male,"english, french",17.97
constanta,female,romanian,0
constantia,female,late roman,0
constantijn,male,dutch,0
constantin,male,"french, romanian",1.94
constantina,female,ancient roman,0
constantine,male,history,0.57
constanza,female,spanish,0
consuela,female,spanish,0
consuelo,female,spanish,0.32
consus,male,roman mythology,0.03
conway,male,,0.45
cooper,male,english,2.36
coos,male,dutch,0
cora,female,english,0.29
coral,female,english,0.03
coralie,female,english,0.10
corbin,male,english,0.29
cordelia,female,english,0.29
cordell,male,english,1.02
cordula,female,"english, german",0
coreen,female,english,0
corentin,male,"breton, french",0.35
coretta,female,english,0
corey,male,english,0.03
coriander,female,english,0
corie,male,english,0
corin,male,french,0
corina,female,"english, german, romanian",0
corine,female,english,0
corinna,female,"english, german",0
corinne,female,french,0.99
cormac,male,irish,0
cormag,male,scottish,0
cornel,male,romanian,0
cornelia,female,"english, italian, german, dutch, romanian, ancient roman",1.43
cornélio,male,portuguese,0
cornelis,male,dutch,0.03
corneliu,male,romanian,0
cornelius,male,"ancient roman, english, german, biblical",0.13
cornell,male,english,0.19
corona,female,german,0.22
corrado,male,italian,0.03
corrie,female,english,0
corrine,female,english,0
cort,male,,0.06
cortney,both,english,0
cory,male,english,0
corynn,female,english (modern),0
cosette,female,french,0.10
cosima,female,italian,0.03
cosimo,male,italian,0.03
coskun,male,turkish,0
cosma,female,,0
cosmin,male,romanian,0
cosmina,female,romanian,0
cosmo,male,"italian, english, german",0.03
costantino,male,italian,0
costanzo,male,italian,0
costel,male,romanian,0
costica,male,romanian,0
coty,male,english,0.64
courtney,both,english,0
cowal,male,irish,0
cowessess,male,native american,0
craig,male,"scottish, english",0.73
crawford,male,english,0.19
cree,male,english,0
creighton,male,english,0.03
crescentia,female,"german, ancient roman",0
crescentius,male,ancient roman,0
crescenzo,male,italian,0
cressida,female,english,0.03
crina,female,romanian,0
crispian,male,english,0
crispin,male,english,0.13
cristal,female,english (modern),17.52
cristen,female,,0
cristi,male,romanian,0.03
cristian,male,romanian,0
cristián,male,spanish,0
cristiana,female,italian,0.03
cristiano,male,"italian, portuguese",0.06
cristina,female,"italian, spanish, portuguese, romanian",1.47
cristobal,male,spanish,0.13
cristoforo,male,italian,0
cristóvão,male,portuguese,0
crocetta,female,italian,0
crocifissa,female,italian,0
crofton,male,english,0
cronus,male,greek mythology (latinized),0
cruz,female,spanish,0.76
cruzita,female,spanish,0
crystal,female,english,0.10
crystin,female,welsh,0
csaba,male,hungarian,0.03
csilla,female,hungarian,0
ctibor,male,czech,0
cuán,male,irish,0
cuauhtemoc,male,native american,0
cuc,female,vietnamese,0
cuchulainn,male,irish mythology,0
culhwch,male,"welsh, welsh mythology",0
cullen,male,english,0.13
cunégonde,female,french,0
cunobelinus,male,ancient celtic (latinized),0
cupid,male,roman mythology,0
curro,male,spanish,0.06
curt,male,"german, english",0.10
curtis,male,english,0.41
cuthbert,male,english,0.03
cy,male,english,0.25
cyan,female,english,0
cybele,female,near eastern mythology,0
cybill,female,english,0
cymbeline,male,english,0.22
cymone,female,english,0
cyndi,female,english,0
cyneburga,female,anglo-saxon,0
cynefrið,male,anglo-saxon,0
cynthia,female,"english, greek mythology (latinized)",0.16
cyprian,male,,0.03
cyra,female,,0
cyrano,male,literature,1.12
cyriaca,female,ancient roman,0
cyriacus,male,ancient roman,0
cyril,male,english,3.76
cyrilla,female,english,0
cyrille,both,french,1.15
cyrus,male,"english, biblical",0.32
cystenian,male,welsh,0
czcibor,male,polish,0
czenzi,female,hungarian,0
czeslaw,male,polish,0
da,male,chinese,4.14
dacre,male,english,0
dada,female,african,2.71
daedalus,male,greek mythology,0
daffodil,female,english,0
dafne,female,italian,0
dafydd,male,welsh,0
dag,male,scandinavian,0.38
dagda,male,irish mythology,0
dagfinn,male,"norwegian, danish",0
dagmar,female,"scandinavian, german",0
dagny,female,scandinavian,0
dagrun,female,norwegian,0
dahlia,female,english,0.16
dai,male,welsh,0.19
dàibhidh,male,scottish,0
daichi,male,japanese,0
daina,female,lithuanian,0
dáire,male,irish,0
dáiríne,female,irish,0
daisy,female,english,11.05
daithí,male,irish,0
daividh,male,scottish,0
dakarai,female,african,0
dakota,both,english,0.25
dalal,female,arabic,0
dale,both,english,0.35
daley,male,"irish, english",0
dalia,female,english,0
dalibor,male,"czech, slovak, croatian, serbian, slovene",0
dallas,male,english,0.51
dalton,male,english,1.69
daly,male,"irish, english",0.03
dalya,female,english,0
damaris,female,biblical,0
damayanti,female,indian,0
damhnait,female,irish,0
damian,male,english,0
damiana,female,italian,0
damiano,male,italian,0
damien,male,french,4.01
damion,male,english,0
damodar,male,indian,0.03
damon,male,"greek mythology, english",0.03
dan (1),male,biblical,0
dan (2),male,"english, romanian",0
dana (1),female,"polish, czech, romanian",0
dana (2),both,english,0
danaë,female,greek mythology,0.03
danail,male,bulgarian,0
dand,male,scottish,0
dane,male,english,0.03
danette,female,english,0
dania,female,,0
danica,female,,0
daniel,male,"english, jewish, french, german, scandinavian, polish, czech, spanish, portuguese, romanian, biblical",10.99
dániel,male,hungarian,0
daniela,female,"polish, czech, romanian, italian",0
daniele,male,italian,0
danièle,female,french,1.62
daniella,female,english,0
danielle,female,"french, english",0.86
daniil,male,russian,0
danika,female,,0
danilo,male,"italian, portuguese, spanish",0
danita,female,,0
dannie,male,english,0
danny,male,english,0.06
dante,male,italian,5.13
danut,male,romanian,0
danuta,female,polish,0
danya,female,,0
daphne,female,"greek mythology, english",0
dara (1),male,irish,0
dara (2),female,jewish,0
dara (3),both,khmer,0
darach,male,irish,0
darby,both,english,0.10
darcey,female,english,0.06
darcy,both,english,0.03
darden,male,english,0
dareia,female,greek,0
darell,male,english,0
daren,male,english,0
daria,female,"italian, english, polish",0.10
darian,both,english,0
dariea,female,?,0
darien,both,english,0
darin,male,english,0
darina,female,irish,0
dario,male,italian,0.06
darius,male,english,0.89
darja,female,slovene,0
darla,female,english,0
darleen,female,english,0
darlene,female,english,0
darnell,male,english (modern),0
darrel,male,english,0
darrell,male,english,0
darren,male,english,0
darrin,male,english,0
darryl,male,english,0.06
darwin,male,english,3.95
darya,female,russian,0
daryl,male,english,0
dassah,female,jewish,0
daud,male,indian,0
dave,male,english,0
davena,female,,0
daveth,male,cornish,0
davey,male,english,0
david,male,"english, jewish, french, russian, czech, biblical",48.01
dávid,male,hungarian,0
davida,female,english,0
davide,male,italian,0
davie,male,english,0.03
davin,male,english,0
davina,female,english,0
davinia,female,,0
davis,male,english,1.12
davy,male,english,1.75
dawid,male,polish,0
dawn,female,english,0.06
dawson,male,english,0.16
dawud,male,arabic,0
dax,male,english,0.86
dayaram,male,indian,0
dayna,female,english,0
dayo,female,african,0
dayton,male,english,0.03
dazbog,male,slavic mythology,0
dazhdbog,male,slavic mythology,0
dean,male,english,0.45
deana,female,english,0
deandre,male,english,0
deangelo,male,english,0
deanna,female,english,0.06
deanne,female,english,0
dearbháil,female,irish,0
deasún,male,irish,0
deb,female,english,0.13
debbi,female,english,0
debbie,female,english,0.03
debby,female,english,0
debdan,male,indian,0
debora,female,english,0.03
deborah,female,"english, jewish, biblical",2.39
debra,female,english,0
decebal,male,romanian,0
decima,female,ancient roman,0
decimus,male,ancient roman,0
declan,male,irish,0
dee,both,english,0.19
deeann,female,english (modern),0
deemer,male,english,0
deena,female,english,0
deepak,male,indian,0
deepali,female,indian,0
deforest,male,english,0
deforrest,male,english,0
deidra,female,english,0
deidre,female,english,0
deimos,male,greek mythology,0
deiniol,male,welsh,0
deirbhile,female,irish,0
deirdre,female,"english, irish",0
deitra,female,english,0
deja,female,,0
delaiah,male,biblical,0
delaney,both,english,0.03
delbert,male,english,0
delfina,female,"italian, spanish",0
delia,female,english,0
delice,female,english,0
delicia,female,english,0
delilah,female,"biblical, english",0
dell,male,english,0.10
della,female,english,1.59
delma,female,"irish, english",0
delmar,male,english,0
delora,female,,0
delores,female,english,0
deloris,female,english,0
delphia,female,,0
delphina,female,,0
delphine,female,french,2.84
delphinia,female,,0
delroy,male,english,0
delshad,male,,0
delta,female,english,2.04
delwyn,both,welsh,0
delyth,female,welsh,0
dema,female,arabic,0
demelza,female,english,0
demeter (1),female,greek mythology,0
demeter (2),male,hungarian,0
demetria,female,ancient greek,0
demetrio,male,"italian, spanish, portuguese",0
demetrios,male,"greek, ancient greek",0.03
demetrius,male,ancient greek (latinized),0
demi,female,greek,151.45
democritus,male,ancient greek (latinized),0.03
demon,male,ancient greek,0
demosthenes,male,ancient greek,0
demostrate,female,ancient greek,0
demyan,male,russian,0
den,male,english,1.59
dena,female,english,0
dene,male,english,0
dénes,male,hungarian,0
denholm,male,english,0
denice,female,english,0
deniece,female,english (modern),0
denis,male,"french, russian, english",8.54
denisa,female,"czech, slovak, romanian",0
denise,female,"french, english",2.36
deniz,both,turkish,0
dennis,male,"english, french",0.35
denny,male,english,0.03
denton,male,english,0.61
denver,male,english,0.19
denys,male,english,0.41
denzel,male,english,0
denzil,male,english,0
deo,male,indian,0.48
deodan,male,indian,0
deòiridh,female,scottish,0
deon,male,english,0.03
deonne,male,english,0
deòrsa,male,scottish,0
derby,male,english,0.25
derek,male,english,0
derick,male,english,0
dermid,male,scottish,0
dermot,male,irish,0
derren,male,english,0
derrick,male,english,0.06
derry,male,,0.41
derval,female,irish,0.06
dervila,female,irish,0
dervla,female,irish,0
derya,both,turkish,0
deryck,male,english (modern),0
deryn,female,welsh,0
desdemona,female,english,0.03
deshaun,male,english (modern),0
deshawn,male,english (modern),0
desi,male,,0
desiderio,male,"italian, spanish",0.03
désiré,male,french,8.16
désirée,female,french,2.77
desislav,male,bulgarian,0
desislava,female,bulgarian,0
desmond,male,"english, irish",0.06
despina,female,greek,0.03
despoina,female,greek,0
desta,female,,0
destinee,female,english (modern),0
destiny,female,english,0
desya,male,russian,0
detlef,male,german,0
detta,male,english,0
dev,male,indian,0
devan,male,,0
devdan,male,indian,0
devdas,male,indian,0
deven,male,english,0
devereux,male,english,0.10
devi,female,"indian, hindu mythology",0.03
devika,female,indian,0
devin,male,"english, irish",1.62
devnet,female,irish,0
devon,both,english,0.10
dewayne,male,english (modern),0
dewey,male,welsh,0.41
dewi,male,welsh,0
dexter,male,english,0.32
dezi,male,,0
dezirinda,female,esperanto,0
dezsõ,male,hungarian,0
dhananjay,male,indian,0
diamantina,female,portuguese,0
diamond,female,english,0.06
diana,female,"english, spanish, italian, portuguese, romanian, russian, roman mythology",1.34
diane,female,"french, english",8.82
diann,female,english (modern),0
dianna,female,english,0
dianne,female,"french, english",0
diarmad,male,scottish,0
diarmaid,male,"irish, irish mythology",0
diarmuid,male,irish,0
dick,male,english,2.10
didi,male,german,1.21
didier,male,french,1.66
dido,female,roman mythology,0.03
diederick,male,german,0
diederik,male,dutch,0
diego,male,spanish,1.88
dierk,male,german,0
dieter,male,german,0
dietfried,male,german,0
diethelm,male,german,0.96
dietlinde,female,german,0
dietmar,male,german,0
dietrich,male,german,0.70
dieudonné,male,french,0.41
dieudonnée,female,french,0
digby,male,english,0.13
diggory,male,english,0
dijana,female,"serbian, croatian, slovene",0
dikeledi,female,african,0
dilbert,male,literature,0
dilip,male,indian,0
dillon,male,english,0.25
dilshad,male,,0
dilwen,female,welsh,0
dilwyn,male,welsh,0
dilys,female,welsh,0
dima (1),female,arabic,0
dima (2),male,russian,0
dimitar,male,"bulgarian, serbian",0
dimitri,male,"russian, french",1.15
dina,female,english,0.13
dinah,female,"biblical, english",0.29
dinesh,male,indian,0
dinh,male,vietnamese,0.06
dinis,male,portuguese,0
dino,male,italian,0.19
diodore,male,french,0.06
diodorus,male,ancient greek (latinized),0
diodotus,male,ancient greek (latinized),0
diogenes,male,ancient greek,0
diogo,male,portuguese,0
diokles,male,ancient greek,0
diomedes,male,greek mythology,0
dion,male,"french, english",1.15
dione,female,english,0.06
dionisio,male,"spanish, portuguese",0
dionne,female,english,0.13
dionysios,male,"greek, ancient greek",0
dionysius,male,ancient roman,0
dionysodoros,male,ancient greek,0
dionysos,male,greek mythology,1.27
dionysus,male,roman mythology,0
dipak,male,"indian, hindu mythology",0
dipali,female,indian,0
direnç,male,turkish,0
dirk,male,"dutch, english",0
disgleirio,both,welsh,0
divina,female,english,0.16
divya,female,indian,0
dixie,female,english,0
diya,male,arabic,0
djamila,female,arabic,6.02
dmitri,male,russian,0.13
dmitrii,male,russian,0
dmitriy,male,russian,0
dmitry,male,russian,0
dobrogost,male,,0
dobromil,male,"polish, czech",0
dodie,female,english,0
doina,female,romanian,0
doireann,female,irish,0
dollie,female,english,0
dolly,female,english,0.16
dolores,female,"spanish, english",0.03
dolph,male,english,0
dom,male,english,2.17
domen,male,slovene,0
domenica,female,italian,2.58
domenico,male,italian,0.92
domhnall,male,"scottish, irish",0
dominga,female,spanish,0
domingo,male,spanish,0.45
domingos,male,portuguese,0.03
dominic,male,english,0.03
dominica,female,,0.03
dominick,male,english,0
dominik,male,"czech, russian, polish, german",0
dominika,female,"czech, russian, polish",0
dominique,both,french,7.30
domitilla,female,italian,0
domonkos,male,hungarian,0
don,male,english,49.12
dona,female,english,7.33
donagh,male,irish,0
donal,male,irish,0
donald,male,"scottish, english",1.05
donalda,female,"scottish, english",0
donaldina,female,scottish,0
donar,male,germanic mythology,0
donat,male,"french, provençal, catalan, polish",0.03
donát,male,hungarian,0
donata,female,italian,0
donatella,female,italian,0
donatello,male,italian,0.06
donatien,male,french,0.51
donatienne,female,french,0.03
donato,male,"italian, spanish, portuguese",0.10
donella,female,"scottish, english",0
donelle,female,,0
dong,male,chinese,1.08
donna,female,english,32.88
donnchadh,male,"scottish, irish",0
donnie,male,english,0
donny,male,english,0
donovan,male,irish,0.10
dora,female,english,8.70
dóra,female,hungarian,0
doran,male,"irish, english",0
dorcas,female,"biblical, english",0
dorean,female,irish,0
doreen,female,english,0
dores,female,portuguese,0
dorete,female,danish,0
doretta,female,,0
dorian,male,english,0.22
doriane,female,french,0.03
doriano,male,italian,0
dorika,female,hungarian,0
dorinda,female,english,0
doris,female,"english, german",0.22
dorit,female,jewish,0
dorita,female,,0
dorofei,male,russian,0
doron,male,jewish,0
dorota,female,"polish, czech",0
dorotea,female,"italian, spanish",0
dorotéia,female,portuguese,0
dorothea,female,"english, german, dutch",0
dorothée,female,french,0.57
dorotheos,male,"greek, ancient greek",0
dorothy,female,english,1.15
dorottya,female,hungarian,0
dorris,female,english,0
dortha,female,english,0
dorthy,female,english,0
doru,male,romanian,0
dory,female,,0.03
dosia,female,,0
dot,female,english,3.03
dottie,female,english,0
dotty,female,english,0.03
doug,male,english,0.19
dougal,male,"scottish, irish",0.10
douglas,male,"scottish, english",2.99
dov,male,jewish,0
dovid,male,jewish,0
doyle,male,irish,0.16
draco,male,ancient greek (latinized),0
dragan,male,"serbian, croatian",0
dragana,female,"serbian, croatian",0
dragica,female,"serbian, croatian, slovene",0
dragomir,male,"serbian, croatian, romanian, bulgarian",0
dragos,male,romanian,0
drake,male,english,0.61
draven,male,english,0
dreda,female,english,0
drew,male,english,0
drina,female,,0
driscoll,male,"english, irish",0
driskoll,male,"english, irish",0
drogo,male,english,0
drummond,male,,0.03
