01_prenom,02_genre,03_langage,04_fréquence
avelina,female,english,0
aveline,female,english,0.13
averill,both,english,0
avery,both,english,0.25
avi,male,jewish,0
avia,female,,0
avice,female,english,0.03
avidan,male,jewish,0
avila,female,english,0.73
aviram,male,jewish,0
avis,female,english,69.29
avishai,male,jewish,0
avitus,male,ancient roman,0
aviv,male,jewish,0.45
aviva,female,jewish,0.13
avner,male,jewish,0
avra,female,,0
avraham,male,jewish,0
avram,male,jewish,2.99
avril,female,"french, english",28.83
avrum,male,jewish,0
awotwi,both,african,0
awstin,male,welsh,0
axel,male,scandinavian,0.61
axelle,female,french,0
aya,female,japanese,0
ayala,female,jewish,0
aydin,male,turkish,0
ayelet,female,jewish,0
ayesha,female,arabic,0
aygül,female,turkish,0
ayishah,female,arabic,0
ayla (1),female,jewish,0
ayla (2),female,turkish,0
ayla (3),female,literature,0
aylmer,male,,0
ayn,female,russian,0
ayo,female,african,0
ayomide,female,african,0
aysel,female,turkish,0
aysun,female,turkish,0
azalea,female,english,0
azarel,male,biblical,0
azaria,male,biblical (variant),0
azariah,male,biblical,0
azarias,male,,0.03
azeneth,female,,0
aziz,male,arabic,0.86
azrael,male,judeo-christian legend,0
azubah,female,biblical,0
azucena,female,spanish,0
azuolas,male,lithuanian,0
azura,female,english,0
azure,female,english,0
baako,both,african,0
baal,male,near eastern mythology,0.41
babajide,male,african,0
babak,male,iranian,0
babar,male,indian,0.22
babatunde,male,african,0
baber,male,indian,0
babette,female,english,0.19
babirye,female,african,0
babs,female,english,0
babur,male,indian,0
bacchus,male,greek mythology (latinized),0.89
badr,both,arabic,0.03
baha,male,arabic,0.03
bahiga,female,arabic,0
bahij,male,arabic,0
bahija,female,arabic,0
bahiyya,female,arabic,0
bahman,male,iranian,0
bahram,male,iranian,0
bai,male,chinese,0.61
baila,female,jewish,0
bailee,female,english (modern),0
bailey,both,english,0.45
báirbre,female,irish,0
bakr,male,arabic,0.03
bala,both,indian,0
balázs,male,hungarian,0
baldassare,male,italian,0
balder,male,norse mythology,0
baldev,male,"indian, hindu mythology",0
baldo,male,croatian,0
baldomero,male,spanish,0
baldric,male,english,0
baldur,male,german,0.19
baldwin,male,english,0.83
balfour,male,,0.22
bálint,male,hungarian,0
baltasar,male,spanish,0.16
baltazar,male,judeo-christian legend,0
balthasar,male,judeo-christian legend,0
balthazar,male,judeo-christian legend,0.64
bambi,female,english,0.25
bandi,male,hungarian,0.13
banu,female,turkish,0
bao (1),both,chinese,0
bao (2),male,vietnamese,0
baptist,male,"german, english",0
baptiste,male,french,4.81
baqir,male,arabic,0
barabal,female,scottish,0
barak,male,"biblical, jewish",0
barakat,male,arabic,0
barb,female,english,0
barbara,female,"english, italian, french, german, polish, hungarian",3.41
bárbara,female,portuguese,0
barbie,female,english,0.13
barbora,female,"czech, slovak",0
barbra,female,english (modern),0
barbro,female,swedish,0
barclay,male,"scottish, english, irish",0.13
baris,male,turkish,0.06
barlaam,male,judeo-christian legend,0
barna,male,hungarian,0.06
barnabas,male,"english, german, biblical",0.06
barnabás,male,hungarian,0
barnabé,male,french,0.19
barnaby,male,english,0
barney,male,english,0.03
barra,male,irish,0.51
barret,male,english,0
barrett,male,english,0.32
barrie,male,"irish, english",0
barry,male,"irish, english",0.25
bart,male,"english, dutch",5.89
bartal,male,hungarian,0
bartel,male,dutch,0
barthélémy,male,french,0.19
bartholomaus,male,german,0
bartholomew,male,"english, biblical",0.03
bartlomiej,male,polish,0
bartolomé,male,spanish,0.10
bartolomeo,male,italian,0.13
bartosz,male,polish,0
baruch,male,"biblical, jewish",0.41
bas,male,dutch,257.73
basajaun,male,basque,0
basant,male,indian,1.31
basemath,female,biblical,0
bashe,female,jewish,0
bashemath,female,biblical (variant),0
basia (1),female,polish,0
basia (2),female,jewish,0
basil,male,english,0.35
basile,male,french,1.02
basilio,male,"italian, spanish",0
basim,male,arabic,0
basma,female,arabic,0
basmath,female,biblical,0
bassam,male,arabic,0.06
bassem,male,arabic,0
bastiaan,male,dutch,0
bastian,male,"german, english",0.22
bastien,male,french,2.29
basu,male,indian,0
basya,female,jewish,0
bathsheba,female,biblical,0
battista,male,italian,0.06
batya,female,jewish,0
batyah,female,jewish,0
baudouin,male,french,0.61
bautista,male,spanish,0
baylee,female,english (modern),0
bea,female,english,0.13
bearach,male,irish,0
beata,female,"polish, german, scandinavian",0.03
beáta,female,hungarian,0
beate,female,german,0.03
beathag,female,scottish,0
beathan,male,scottish,0
beatrice,female,"italian, english",0.10
béatrice,female,french,7.90
beatriu,female,catalan,0
beatrix,female,"english, german",0
beatriz,female,"spanish, portuguese",0
beau,male,english,191.49
beaumont,male,english,4.01
beauregard,male,english,0.41
beavis,male,,0
bébhinn,female,irish,0
bébhionn,female,irish,0
bébinn,female,irish,0
becca,female,english,0
becka,female,english,0
beckah,female,english,0
becky,female,english,0
bede,male,history,0.10
bedelia,female,irish,0
bedivere,male,welsh mythology,0
bedrich,male,czech,0
bedros,male,armenian,0
bedwyr,male,"welsh, welsh mythology",0
bee,female,english,0.03
beelzebub,male,biblical,0
behnam,male,iranian,0
behram,male,iranian,0
behruz,male,iranian,0
béibhinn,female,irish,0
beileag,female,scottish,0
beitris,female,scottish,0
bekki,female,english (modern),0
béla,male,hungarian,0.25
belenus,male,celtic mythology (latinized),0
belgin,female,turkish,0
beli,male,welsh mythology,0
belinda,female,english,0.03
bella,female,italian,1.31
belle,female,english,162.38
bellona,female,roman mythology,0
belphoebe,female,literature,0
ben,male,english,42.56
benaiah,male,biblical,0
bence,male,hungarian,0
bendiks,male,latvian,0
bendt,male,danish,0
benedek,male,hungarian,0.06
benedetta,female,italian,0
benedetto,male,italian,0.32
benedict,male,english,0.73
benedicta,female,late roman,0
bénédicte,female,french,1.53
benedikt,male,german,0
benedikta,female,"german, czech",0
benedikte,female,"danish, norwegian",0
benedita,female,portuguese,0
benedito,male,portuguese,0
benesh,male,jewish,0
bengt,male,swedish,0
bengta,female,swedish,0
beniamino,male,italian,0
benigna,female,"spanish, italian, portuguese",0
benigno,male,"italian, spanish, portuguese",0
benita,female,"spanish, english",0
benito,male,"spanish, italian",0.22
benjamin,male,"english, french, german, hungarian, biblical",8.54
benjamín,male,spanish,0
benjamine,female,french,0.13
benjy,male,english,0
bennett,male,english,0.29
bennie,male,english,0
benno,male,german,0
benny,male,english,0.06
benoit,male,french,0.51
benoite,female,french,0
benson,male,english,0.41
bent,male,danish,0.06
bente,female,danish,0
bentley,male,english,0.61
bento,male,portuguese,0
benton,male,english,0.03
benvenuto,male,italian,1.21
beowulf,male,anglo-saxon mythology,0
beppe,male,italian,0
ber,male,jewish,0.13
berach,male,irish,0
berenice,female,"english, italian",0
bergliot,female,norwegian,0
bergljot,female,norwegian,0
berit,female,scandinavian,0.03
berjouhi,female,armenian,0
berk,male,turkish,0.51
berkant,male,turkish,0
berker,male,turkish,0
berlin,female,,18.86
berna,female,turkish,0
bernadett,female,hungarian,0
bernadette,female,french,1.15
bernadine,female,english,0
bernard,male,"english, french",19.62
bernardetta,female,italian,0
bernardine,female,"english, french",0
bernardino,male,"italian, spanish, portuguese",0.03
bernardo,male,"italian, spanish, portuguese",0.06
bernat,male,catalan,0
bernát,male,hungarian,0
bernd,male,german,0.03
bernetta,female,english,0
bernhard,male,german,0.70
bernice,female,"english, biblical",0
bernie,male,english,0
berniece,female,english,0
bernt,male,scandinavian,0
berry (1),male,english,0
berry (2),female,english,0
bert,male,"english, dutch",1.27
berta,female,"polish, czech, hungarian, german, spanish",0.03
bertalan,male,hungarian,0
bertha,female,"german, english",0.45
berthe,female,french,6.69
berthold,male,german,3.54
bertie,both,english,0.03
bertina,female,english,0
bertók,male,hungarian,0
bertoldo,male,italian,0
bertram,male,english,0.57
bertrand,male,"french, english",16.15
bertrando,male,italian,0
berwyn,male,welsh,0
beryl,female,english,0
bess,female,english,0.03
bessie,female,english,0.03
beth,female,english,0.03
bethan,female,welsh,0
bethania,female,spanish,0
bethany,female,"english, biblical",0
bethel,female,biblical,0
bethney,female,english (modern),0
bethuel,male,biblical,0
betrys,female,welsh,0
betsy,female,english,0
bette,female,english,0.25
bettie,female,english,0
bettina (1),female,english,0
bettina (2),female,italian,0
bettino,male,italian,0
betty,female,english,13.63
bettye,female,english (modern),0
beulah,female,"biblical, english",0.03
bevan,male,welsh,0.13
beverley,female,english,0
beverly,female,english,0.22
bevin,female,irish,0.48
bevis,male,english,0
beylke,female,jewish,0
bhaltair,male,scottish,0
bharat,male,"indian, hindu mythology",0
bhaskar,male,indian,0
bhàtair,male,scottish,0
biaggio,male,spanish,0
biagino,male,italian,0
biagio,male,italian,0.10
bianca,female,italian,1.91
bibiana,female,"italian, spanish",0
bice,female,italian,0
bich,female,vietnamese,0
biddy,female,"irish, english",0
bidelia,female,"irish, english",0
bienvenida,female,spanish,0
bijay,male,indian,0
bijoy,male,indian,0
bile,male,irish mythology,5.42
bilge,female,turkish,0.03
bilhah,female,biblical,0
bill,male,english,8.79
billie,both,english,0.13
billy,male,english,4.33
bindy,female,english,0
bine,female,danish,0
binh,male,vietnamese,0.03
binyamin,male,jewish,0
birger,male,scandinavian,0
birgit,female,scandinavian,0
birgitta,female,scandinavian,0
bithiah,female,biblical,0
bjarne,male,scandinavian,0
bjoern,male,scandinavian,0
björn,male,"scandinavian, ancient scandinavian",0
bjorne,male,scandinavian,0
blaanid,female,manx,0
blaine,male,,0
blair,both,scottish,0.70
blaise,male,french,2.17
bláithín,female,irish,0
blake,male,english,0.32
blanca,female,spanish,0.25
blanch,female,english,0
blanche,female,"french, english",103.25
blanid,female,irish,0
bláthnaid,female,irish,0
bláthnat,female,"irish, irish mythology",0
blaze,male,english,1.43
blazej,male,"polish, czech",0
blejan,female,cornish,0
blodeuwedd,female,"welsh, welsh mythology",0
blodeuyn,female,welsh,0
blodwen,female,welsh,0
blondie,female,english,0.25
blossom,female,english,0.03
bluma,female,jewish,0
blythe,male,english,0
bo (1),male,"swedish, danish",0
bo (2),male,chinese,0
boadicea,female,ancient celtic (latinized),0
boaz,male,"biblical, jewish",0
bob,male,english,7.10
bobbi,both,english,0
bobbie,both,english,0
bobby,both,english,1.75
bodil,female,scandinavian,0
bogdan,male,"polish, russian",0.16
bogdana,female,"polish, russian",0
boghos,male,armenian,0
bogumil,male,polish,0
boguslaw,male,polish,0
bohdan,male,"czech, ukrainian",0
bohumir,male,czech,0
bohuslav,male,"czech, ukrainian",0.03
bohuslava,female,"czech, ukrainian",0
boipelo,both,african,0
boitumelo,female,african,0
bojan,male,"slovene, serbian, croatian",0
bojana,female,"slovene, serbian, croatian",0
bolanle,female,african,0
boldizsár,male,hungarian,0
bolek,male,polish,0
boleslav,male,russian,0.03
boleslava,female,russian,0
boleslaw,male,polish,0
boleslawa,female,polish,0
bolivar,male,spanish,0.45
bonaventure,male,italian,0.25
boniface,male,"english, french",0.70
bonifacio,male,"italian, spanish, portuguese",0.22
bonifaz,male,german,0
bonita,female,english,0.03
bonnie,female,english,0.03
booker,male,english,0.06
bopha,female,khmer,0
bora,male,turkish,0.32
borbála,female,hungarian,0
borghild,female,scandinavian,0
boris,male,russian,3.09
borislav,male,"russian, serbian",0
börje,male,swedish,0
borya,male,russian,0
bosede,male,african,0
bosmat,female,jewish,0
botros,male,arabic,0
botum,female,khmer,0
boudicca,female,ancient celtic,0
boulos,male,arabic,0
boutros,male,arabic,0.06
boyce,male,english,0
boyd,male,scottish,0.22
bozidar,male,czech,0
bözsi,female,hungarian,0
bozydar,male,polish,0
brack,male,english,0
brad,male,english,0.06
braden,male,"english, irish",0
bradford,male,english,0.06
bradley,male,english,1.21
brady,both,"english, irish",0.13
braeden,male,"english, irish",0
braelyn,female,english (modern),0
brahma,male,hindu mythology,0.16
braiden,male,"english, irish",0
braidy,both,"english, irish",0
braith,both,welsh,0
bram,male,"english, dutch",0.35
bran (1),male,"irish, irish mythology",0
bran (2),male,"welsh, welsh mythology",0
brand,male,english,0.06
branda,female,english,0
brande,female,english,0.06
branden,male,english,0
brandi,female,english,1.12
brandie,female,english,0.38
brandon,male,english,0.45
brandt,male,english,0.45
brandy,female,english,0.06
branimir,male,"croatian, bulgarian",0
branislav,male,"serbian, slovak, croatian, czech",0
branislava,female,"serbian, slovak, croatian, czech",0
branka,female,"croatian, serbian, slovene, czech",0
branko,male,"croatian, serbian, slovene, czech",0
brannon,male,,0
brant,male,english,0.06
branwen,female,"welsh, welsh mythology",0
bras,male,portuguese,286.37
bratumil,male,polish,0
brava,female,esperanto,0.25
braxton,male,english,0
brayden,male,english,0
breana,female,english,0
breandán,male,irish,0
breann,female,english,0
breanna,female,english,0
breanne,female,english,0
breda,female,irish,0.06
breindel,female,jewish,0
brenda,female,english,0.73
brendan,male,"irish, english",0.06
brenden,male,english,0
brendon,male,english,0
brenna,female,,0
brennan,male,"irish, english",0
brennus,male,ancient celtic (latinized),0.10
brent,male,english,0.25
bret,male,english,0.38
brett,male,english,0.13
briallen,female,welsh,0
brian,male,"irish, english",9.40
briana,female,english,0
brianna,female,"english, irish",0
brianne,female,english,0
briar,both,english,0
brice,male,french,0.29
bríd,female,irish,0
bride,female,irish,6.12
bridger,male,english,0.06
bridget,female,"irish, scottish, english, irish mythology",0
bridgette,female,english,0
bridie,female,english,0
brielle,female,,0
brigham,male,english,0.06
brighid,female,"irish, irish mythology",0
brigid,female,"irish, irish mythology",0
brigida,female,"italian, spanish",0.03
brigit,female,"irish, scottish, english",0
brigitta,female,"german, hungarian",0
brigitte,female,"german, french",5.38
brin,male,,7.81
briony,female,english,0
briscoe,male,english,0
bristol,male,english,1.62
britney,female,english,0
britt,female,swedish,0
britta,female,swedish,0
brittani,female,english (modern),0
brittany,female,english,0
brittney,female,english,0
britton,male,english,0.03
brock,male,english,0
brodie,male,"irish, english",0
brody,male,"irish, english",0
brogan,both,irish,1.72
bron,female,,0.19
brónach,female,irish,0
bronagh,female,irish,0
bronislav,male,"czech, slovak, russian",0
bronislava,female,"czech, slovak, russian",0
bronislaw,male,polish,0
bronislawa,female,polish,0
bronte,male,english,0
bronwen,female,welsh,0
bronwyn,female,welsh,0
brook,both,english,0.03
brooke,both,english,0.48
brooklyn,female,english,0.61
brooks,male,english,0.48
bruce,male,"scottish, english",0.61
bruna,female,italian,0.03
brunella,female,italian,0
brunette,female,,0.29
brunhilde,female,"german, germanic mythology",0
bruno,male,"german, italian, spanish, portuguese, french",4.05
brutus,male,ancient roman,0.96
bryan,male,english,0.06
bryana,female,english,0
bryanna,female,english,0
bryant,male,english,0.03
bryce,male,english,0.10
bryn,both,welsh,0
brynja,female,icelandic,0
brynmor,male,welsh,0
brynn,both,welsh,0
brynne,female,,0
bryony,female,english,0
bryson,male,,0
buck,male,english,0.29
bud,male,english,0.06
buddy,male,english,0.06
budur,female,arabic,0
buffy,female,english,0
bulus,male,arabic,0
bulut,male,turkish,0
burcu,female,turkish,0
burgundy,female,english,0
burkhard,male,german,0
burt,male,english,0.38
burton,male,english,0.32
buster,male,english,0.22
buz,male,biblical,0
byelobog,male,slavic mythology,0
byrne,male,english,0
